year,loc_x,loc_y,estm_count
7,-76.5832,41.4102,0
0,-76.6713,40.7841,34
1,-76.6713,40.7841,38
2,-76.6713,40.7841,57
3,-76.6713,40.7841,46
4,-76.6713,40.7841,99
5,-76.6713,40.7841,65
6,-76.6713,40.7841,82
7,-76.6713,40.7841,85
0,-76.0457,41.6119,102
1,-76.0457,41.6119,39
2,-76.0457,41.6119,25
3,-76.0457,41.6119,13
4,-76.0457,41.6119,45
5,-76.0457,41.6119,113
6,-76.0457,41.6119,39
7,-76.0457,41.6119,34
0,-78.1989,41.4148,4
1,-78.1989,41.4148,1
2,-78.1989,41.4148,3
3,-78.1989,41.4148,12
4,-78.1989,41.4148,1
5,-78.1989,41.4148,5
6,-78.1989,41.4148,0
7,-78.1989,41.4148,-5
0,-79.8364,41.8176,129
1,-79.8364,41.8176,24
2,-79.8364,41.8176,59
3,-79.8364,41.8176,40
4,-79.8364,41.8176,32
5,-79.8364,41.8176,70
6,-79.8364,41.8176,79
7,-79.8364,41.8176,93
0,-77.1564,40.9002,28
1,-77.1564,40.9002,12
2,-77.1564,40.9002,11
3,-77.1564,40.9002,3
4,-77.1564,40.9002,6
5,-77.1564,40.9002,4
6,-77.1564,40.9002,9
7,-77.1564,40.9002,44
0,-76.635,40.9865,19
1,-76.635,40.9865,8
2,-76.635,40.9865,4
3,-76.635,40.9865,21
4,-76.635,40.9865,47
5,-76.635,40.9865,30
6,-76.635,40.9865,10
7,-76.635,40.9865,3
0,-77.11399999999999,40.6868,52
1,-77.11399999999999,40.6868,17
2,-77.11399999999999,40.6868,13
3,-77.11399999999999,40.6868,8
4,-77.11399999999999,40.6868,58
5,-77.11399999999999,40.6868,40
6,-77.11399999999999,40.6868,5
7,-77.11399999999999,40.6868,7
0,-77.9958,39.931999999999995,11
1,-77.9958,39.931999999999995,62
2,-77.9958,39.931999999999995,16
3,-77.9958,39.931999999999995,3
4,-77.9958,39.931999999999995,2
5,-77.9958,39.931999999999995,6
6,-77.9958,39.931999999999995,4
7,-77.9958,39.931999999999995,1
0,-78.0205,41.9207,8
1,-78.0205,41.9207,40
2,-78.0205,41.9207,107
3,-78.0205,41.9207,61
4,-78.0205,41.9207,7
5,-78.0205,41.9207,16
6,-78.0205,41.9207,22
7,-78.0205,41.9207,84
0,-75.183,41.4045,60
1,-75.183,41.4045,56
2,-75.183,41.4045,47
3,-75.183,41.4045,52
4,-75.183,41.4045,42
5,-75.183,41.4045,44
6,-75.183,41.4045,38
7,-75.183,41.4045,40
0,-75.134,40.0076,1900
1,-75.134,40.0076,5417
2,-75.134,40.0076,8657
3,-75.134,40.0076,2436
4,-75.134,40.0076,3729
5,-75.134,40.0076,2406
6,-75.134,40.0076,3441
7,-75.134,40.0076,13294
0,-82.80799999999999,41.4011,109
1,-82.80799999999999,41.4011,119
2,-82.80799999999999,41.4011,165
3,-82.80799999999999,41.4011,197
4,-82.80799999999999,41.4011,324
5,-82.80799999999999,41.4011,378
6,-82.80799999999999,41.4011,523
7,-82.80799999999999,41.4011,525
0,-84.2693,41.0997,9
1,-84.2693,41.0997,8
2,-84.2693,41.0997,1
3,-84.2693,41.0997,0
4,-84.2693,41.0997,0
5,-84.2693,41.0997,5
6,-84.2693,41.0997,9
7,-84.2693,41.0997,9
0,-83.9415,41.371,4
1,-83.9415,41.371,5
2,-83.9415,41.371,17
3,-83.9415,41.371,19
4,-83.9415,41.371,7
5,-83.9415,41.371,5
6,-83.9415,41.371,15
7,-83.9415,41.371,17
0,-81.9157,41.3128,17
1,-81.9157,41.3128,151
2,-81.9157,41.3128,414
3,-81.9157,41.3128,100
4,-81.9157,41.3128,101
5,-81.9157,41.3128,281
6,-81.9157,41.3128,827
7,-81.9157,41.3128,2086
0,-83.4363,41.3236,73
1,-83.4363,41.3236,127
2,-83.4363,41.3236,160
3,-83.4363,41.3236,161
4,-83.4363,41.3236,242
5,-83.4363,41.3236,150
6,-83.4363,41.3236,226
7,-83.4363,41.3236,193
0,-83.58200000000001,41.6639,1587
1,-83.58200000000001,41.6639,841
2,-83.58200000000001,41.6639,317
3,-83.58200000000001,41.6639,322
4,-83.58200000000001,41.6639,442
5,-83.58200000000001,41.6639,363
6,-83.58200000000001,41.6639,554
7,-83.58200000000001,41.6639,934
0,-82.84200000000001,38.7383,208
1,-82.84200000000001,38.7383,134
2,-82.84200000000001,38.7383,934
3,-82.84200000000001,38.7383,94
4,-82.84200000000001,38.7383,140
5,-82.84200000000001,38.7383,117
6,-82.84200000000001,38.7383,802
7,-82.84200000000001,38.7383,459
0,-82.01799999999999,39.9037,54
1,-82.01799999999999,39.9037,33
2,-82.01799999999999,39.9037,35
3,-82.01799999999999,39.9037,43
4,-82.01799999999999,39.9037,65
5,-82.01799999999999,39.9037,85
6,-82.01799999999999,39.9037,136
7,-82.01799999999999,39.9037,224
0,-81.5348,41.4948,2136
1,-81.5348,41.4948,843
2,-81.5348,41.4948,936
3,-81.5348,41.4948,1767
4,-81.5348,41.4948,4410
5,-81.5348,41.4948,13655
6,-81.5348,41.4948,6525
7,-81.5348,41.4948,3858
0,-84.76299999999999,39.1864,4500
1,-84.76299999999999,39.1864,3829
2,-84.76299999999999,39.1864,4357
3,-84.76299999999999,39.1864,4174
4,-84.76299999999999,39.1864,4003
5,-84.76299999999999,39.1864,5408
6,-84.76299999999999,39.1864,5876
7,-84.76299999999999,39.1864,7607
0,-83.5444,40.4007,180
1,-83.5444,40.4007,104
2,-83.5444,40.4007,80
3,-83.5444,40.4007,37
4,-83.5444,40.4007,47
5,-83.5444,40.4007,70
6,-83.5444,40.4007,143
7,-83.5444,40.4007,261
0,-84.41799999999999,41.5024,2
1,-84.41799999999999,41.5024,0
2,-84.41799999999999,41.5024,3
3,-84.41799999999999,41.5024,4
4,-84.41799999999999,41.5024,3
5,-84.41799999999999,41.5024,5
6,-84.41799999999999,41.5024,21
7,-84.41799999999999,41.5024,4
0,-84.1532,39.2325,490
1,-84.1532,39.2325,691
2,-84.1532,39.2325,750
3,-84.1532,39.2325,682
4,-84.1532,39.2325,481
5,-84.1532,39.2325,358
6,-84.1532,39.2325,338
7,-84.1532,39.2325,360
0,-84.7746,40.8006,26
1,-84.7746,40.8006,114
2,-84.7746,40.8006,140
3,-84.7746,40.8006,65
4,-84.7746,40.8006,36
5,-84.7746,40.8006,10
6,-84.7746,40.8006,64
7,-84.7746,40.8006,157
0,-82.5049,40.5342,18
1,-82.5049,40.5342,25
2,-82.5049,40.5342,29
3,-82.5049,40.5342,50
4,-82.5049,40.5342,37
5,-82.5049,40.5342,52
6,-82.5049,40.5342,51
7,-82.5049,40.5342,63
0,-83.3285,41.2162,188
1,-83.3285,41.2162,101
2,-83.3285,41.2162,59
3,-83.3285,41.2162,65
4,-83.3285,41.2162,80
5,-83.3285,41.2162,120
6,-83.3285,41.2162,173
7,-83.3285,41.2162,192
0,-83.8235,40.9348,180
1,-83.8235,40.9348,98
2,-83.8235,40.9348,99
3,-83.8235,40.9348,115
4,-83.8235,40.9348,131
5,-83.8235,40.9348,257
6,-83.8235,40.9348,414
7,-83.8235,40.9348,484
0,-82.4271,39.921,243
1,-82.4271,39.921,179
2,-82.4271,39.921,61
3,-82.4271,39.921,23
4,-82.4271,39.921,26
5,-82.4271,39.921,73
6,-82.4271,39.921,110
7,-82.4271,39.921,117
0,-81.1313,40.1621,59
1,-81.1313,40.1621,68
2,-81.1313,40.1621,73
3,-81.1313,40.1621,74
4,-81.1313,40.1621,162
5,-81.1313,40.1621,160
6,-81.1313,40.1621,165
7,-81.1313,40.1621,213
0,-82.6108,39.1117,106
1,-82.6108,39.1117,356
2,-82.6108,39.1117,440
3,-82.6108,39.1117,90
4,-82.6108,39.1117,82
5,-82.6108,39.1117,150
6,-82.6108,39.1117,697
7,-82.6108,39.1117,431
0,-82.03399999999999,39.0292,68
1,-82.03399999999999,39.0292,97
2,-82.03399999999999,39.0292,77
3,-82.03399999999999,39.0292,48
4,-82.03399999999999,39.0292,44
5,-82.03399999999999,39.0292,14
6,-82.03399999999999,39.0292,25
7,-82.03399999999999,39.0292,10
0,-83.5564,39.6522,52
1,-83.5564,39.6522,42
2,-83.5564,39.6522,52
3,-83.5564,39.6522,34
4,-83.5564,39.6522,79
5,-83.5564,39.6522,101
6,-83.5564,39.6522,149
7,-83.5564,39.6522,193
0,-83.2628,40.3533,28
1,-83.2628,40.3533,41
2,-83.2628,40.3533,132
3,-83.2628,40.3533,155
4,-83.2628,40.3533,51
5,-83.2628,40.3533,26
6,-83.2628,40.3533,31
7,-83.2628,40.3533,52
0,-82.4915,41.2508,80
1,-82.4915,41.2508,75
2,-82.4915,41.2508,98
3,-82.4915,41.2508,144
4,-82.4915,41.2508,175
5,-82.4915,41.2508,272
6,-82.4915,41.2508,260
7,-82.4915,41.2508,306
0,-82.4502,40.9345,236
1,-82.4502,40.9345,376
2,-82.4502,40.9345,261
3,-82.4502,40.9345,157
4,-82.4502,40.9345,193
5,-82.4502,40.9345,211
6,-82.4502,40.9345,176
7,-82.4502,40.9345,213
0,-84.3165,39.7927,4898
1,-84.3165,39.7927,1471
2,-84.3165,39.7927,643
3,-84.3165,39.7927,1179
4,-84.3165,39.7927,2231
5,-84.3165,39.7927,8784
6,-84.3165,39.7927,5485
7,-84.3165,39.7927,2563
0,-84.5652,39.3938,505
1,-84.5652,39.3938,555
2,-84.5652,39.3938,639
3,-84.5652,39.3938,862
4,-84.5652,39.3938,949
5,-84.5652,39.3938,933
6,-84.5652,39.3938,954
7,-84.5652,39.3938,1069
0,-81.4165,40.8159,544
1,-81.4165,40.8159,313
2,-81.4165,40.8159,189
3,-81.4165,40.8159,188
4,-81.4165,40.8159,244
5,-81.4165,40.8159,409
6,-81.4165,40.8159,794
7,-81.4165,40.8159,1125
0,-81.9948,40.9864,150
1,-81.9948,40.9864,151
2,-81.9948,40.9864,148
3,-81.9948,40.9864,178
4,-81.9948,40.9864,197
5,-81.9948,40.9864,223
6,-81.9948,40.9864,234
7,-81.9948,40.9864,260
0,-82.2818,40.9214,396
1,-82.2818,40.9214,178
2,-82.2818,40.9214,77
3,-82.2818,40.9214,100
4,-82.2818,40.9214,103
5,-82.2818,40.9214,186
6,-82.2818,40.9214,332
7,-82.2818,40.9214,588
0,-81.495,40.5609,72
1,-81.495,40.5609,86
2,-81.495,40.5609,54
3,-81.495,40.5609,59
4,-81.495,40.5609,62
5,-81.495,40.5609,81
6,-81.495,40.5609,99
7,-81.495,40.5609,100
0,-84.2855,41.3259,249
1,-84.2855,41.3259,146
2,-84.2855,41.3259,64
3,-84.2855,41.3259,53
4,-84.2855,41.3259,94
5,-84.2855,41.3259,145
6,-84.2855,41.3259,227
7,-84.2855,41.3259,321
0,-80.6173,41.8567,97
1,-80.6173,41.8567,111
2,-80.6173,41.8567,139
3,-80.6173,41.8567,195
4,-80.6173,41.8567,261
5,-80.6173,41.8567,325
6,-80.6173,41.8567,424
7,-80.6173,41.8567,451
0,-83.7878,38.8673,207
1,-83.7878,38.8673,146
2,-83.7878,38.8673,64
3,-83.7878,38.8673,59
4,-83.7878,38.8673,69
5,-83.7878,38.8673,113
6,-83.7878,38.8673,205
7,-83.7878,38.8673,207
0,-83.0703,39.8665,802
1,-83.0703,39.8665,3528
2,-83.0703,39.8665,2689
3,-83.0703,39.8665,1297
4,-83.0703,39.8665,887
5,-83.0703,39.8665,1601
6,-83.0703,39.8665,2037
7,-83.0703,39.8665,5629
0,-82.6618,40.6209,10
1,-82.6618,40.6209,76
2,-82.6618,40.6209,217
3,-82.6618,40.6209,83
4,-82.6618,40.6209,23
5,-82.6618,40.6209,33
6,-82.6618,40.6209,176
7,-82.6618,40.6209,52
0,-82.7779,39.554,117
1,-82.7779,39.554,160
2,-82.7779,39.554,204
3,-82.7779,39.554,207
4,-82.7779,39.554,279
5,-82.7779,39.554,194
6,-82.7779,39.554,127
7,-82.7779,39.554,117
0,-81.5219,41.0802,687
1,-81.5219,41.0802,346
2,-81.5219,41.0802,297
3,-81.5219,41.0802,267
4,-81.5219,41.0802,262
5,-81.5219,41.0802,353
6,-81.5219,41.0802,490
7,-81.5219,41.0802,1096
0,-81.7517,40.2761,9
1,-81.7517,40.2761,6
2,-81.7517,40.2761,23
3,-81.7517,40.2761,53
4,-81.7517,40.2761,128
5,-81.7517,40.2761,45
6,-81.7517,40.2761,20
7,-81.7517,40.2761,24
0,-83.2993,39.9487,121
1,-83.2993,39.9487,204
2,-83.2993,39.9487,217
3,-83.2993,39.9487,142
4,-83.2993,39.9487,258
5,-83.2993,39.9487,190
6,-83.2993,39.9487,180
7,-83.2993,39.9487,177
0,-83.3218,41.388000000000005,116
1,-83.3218,41.388000000000005,65
2,-83.3218,41.388000000000005,50
3,-83.3218,41.388000000000005,51
4,-83.3218,41.388000000000005,78
5,-83.3218,41.388000000000005,110
6,-83.3218,41.388000000000005,242
7,-83.3218,41.388000000000005,282
0,-81.0231,40.9207,1593
1,-81.0231,40.9207,836
2,-81.0231,40.9207,463
3,-81.0231,40.9207,289
4,-81.0231,40.9207,403
5,-81.0231,40.9207,516
6,-81.0231,40.9207,1043
7,-81.0231,40.9207,1708
0,-84.1236,39.3496,254
1,-84.1236,39.3496,292
2,-84.1236,39.3496,308
3,-84.1236,39.3496,378
4,-84.1236,39.3496,354
5,-84.1236,39.3496,349
6,-84.1236,39.3496,392
7,-84.1236,39.3496,395
0,-81.2824,39.9156,15
1,-81.2824,39.9156,53
2,-81.2824,39.9156,16
3,-81.2824,39.9156,7
4,-81.2824,39.9156,7
5,-81.2824,39.9156,9
6,-81.2824,39.9156,17
7,-81.2824,39.9156,45
0,-84.7378,41.1798,22
1,-84.7378,41.1798,9
2,-84.7378,41.1798,5
3,-84.7378,41.1798,3
4,-84.7378,41.1798,7
5,-84.7378,41.1798,13
6,-84.7378,41.1798,16
7,-84.7378,41.1798,28
0,-82.1261,39.4005,177
1,-82.1261,39.4005,753
2,-82.1261,39.4005,305
3,-82.1261,39.4005,132
4,-82.1261,39.4005,113
5,-82.1261,39.4005,104
6,-82.1261,39.4005,562
7,-82.1261,39.4005,297
0,-81.2812,40.2737,1
1,-81.2812,40.2737,14
2,-81.2812,40.2737,31
3,-81.2812,40.2737,9
4,-81.2812,40.2737,9
5,-81.2812,40.2737,8
6,-81.2812,40.2737,8
7,-81.2812,40.2737,22
0,-82.4129,39.9595,131
1,-82.4129,39.9595,606
2,-82.4129,39.9595,1691
3,-82.4129,39.9595,505
4,-82.4129,39.9595,62
5,-82.4129,39.9595,118
6,-82.4129,39.9595,322
7,-82.4129,39.9595,615
0,-82.4488,38.4298,69
1,-82.4488,38.4298,97
2,-82.4488,38.4298,112
3,-82.4488,38.4298,76
4,-82.4488,38.4298,175
5,-82.4488,38.4298,210
6,-82.4488,38.4298,229
7,-82.4488,38.4298,267
0,-82.5446,39.8426,707
1,-82.5446,39.8426,785
2,-82.5446,39.8426,350
3,-82.5446,39.8426,177
4,-82.5446,39.8426,149
5,-82.5446,39.8426,575
6,-82.5446,39.8426,826
7,-82.5446,39.8426,792
0,-81.469,41.6072,1063
1,-81.469,41.6072,562
2,-81.469,41.6072,536
3,-81.469,41.6072,521
4,-81.469,41.6072,503
5,-81.469,41.6072,1122
6,-81.469,41.6072,2649
7,-81.469,41.6072,4199
0,-81.4562,39.6314,223
1,-81.4562,39.6314,162
2,-81.4562,39.6314,53
3,-81.4562,39.6314,39
4,-81.4562,39.6314,45
5,-81.4562,39.6314,87
6,-81.4562,39.6314,147
7,-81.4562,39.6314,240
0,-82.1463,38.8862,93
1,-82.1463,38.8862,190
2,-82.1463,38.8862,160
3,-82.1463,38.8862,40
4,-82.1463,38.8862,73
5,-82.1463,38.8862,109
6,-82.1463,38.8862,179
7,-82.1463,38.8862,527
0,-82.0122,41.0348,249
1,-82.0122,41.0348,218
2,-82.0122,41.0348,222
3,-82.0122,41.0348,253
4,-82.0122,41.0348,260
5,-82.0122,41.0348,304
6,-82.0122,41.0348,306
7,-82.0122,41.0348,316
0,-83.8109,39.3224,190
1,-83.8109,39.3224,148
2,-83.8109,39.3224,79
3,-83.8109,39.3224,36
4,-83.8109,39.3224,99
5,-83.8109,39.3224,121
6,-83.8109,39.3224,287
7,-83.8109,39.3224,371
0,-80.675,40.8871,113
1,-80.675,40.8871,59
2,-80.675,40.8871,66
3,-80.675,40.8871,130
4,-80.675,40.8871,156
5,-80.675,40.8871,237
6,-80.675,40.8871,504
7,-80.675,40.8871,542
0,-84.0848,40.8305,83
1,-84.0848,40.8305,105
2,-84.0848,40.8305,147
3,-84.0848,40.8305,228
4,-84.0848,40.8305,250
5,-84.0848,40.8305,271
6,-84.0848,40.8305,329
7,-84.0848,40.8305,220
0,-83.9053,41.7113,11
1,-83.9053,41.7113,21
2,-83.9053,41.7113,27
3,-83.9053,41.7113,30
4,-83.9053,41.7113,26
5,-83.9053,41.7113,32
6,-83.9053,41.7113,35
7,-83.9053,41.7113,46
0,-80.6656,41.461999999999996,535
1,-80.6656,41.461999999999996,306
2,-80.6656,41.461999999999996,335
3,-80.6656,41.461999999999996,226
4,-80.6656,41.461999999999996,232
5,-80.6656,41.461999999999996,534
6,-80.6656,41.461999999999996,911
7,-80.6656,41.461999999999996,1579
0,-83.9635,40.2174,164
1,-83.9635,40.2174,77
2,-83.9635,40.2174,30
3,-83.9635,40.2174,18
4,-83.9635,40.2174,47
5,-83.9635,40.2174,107
6,-83.9635,40.2174,161
7,-83.9635,40.2174,191
0,-83.1842,39.4069,470
1,-83.1842,39.4069,696
2,-83.1842,39.4069,434
3,-83.1842,39.4069,162
4,-83.1842,39.4069,117
5,-83.1842,39.4069,145
6,-83.1842,39.4069,193
7,-83.1842,39.4069,612
0,-83.7431,39.6598,137
1,-83.7431,39.6598,143
2,-83.7431,39.6598,177
3,-83.7431,39.6598,196
4,-83.7431,39.6598,265
5,-83.7431,39.6598,325
6,-83.7431,39.6598,338
7,-83.7431,39.6598,361
0,-81.9164,40.5533,9
1,-81.9164,40.5533,8
2,-81.9164,40.5533,16
3,-81.9164,40.5533,42
4,-81.9164,40.5533,43
5,-81.9164,40.5533,14
6,-81.9164,40.5533,7
7,-81.9164,40.5533,4
0,-84.2597,40.4389,59
1,-84.2597,40.4389,64
2,-84.2597,40.4389,83
3,-84.2597,40.4389,122
4,-84.2597,40.4389,121
5,-84.2597,40.4389,146
6,-84.2597,40.4389,234
7,-84.2597,40.4389,195
0,-81.5868,40.0221,67
1,-81.5868,40.0221,71
2,-81.5868,40.0221,71
3,-81.5868,40.0221,90
4,-81.5868,40.0221,194
5,-81.5868,40.0221,218
6,-81.5868,40.0221,262
7,-81.5868,40.0221,249
0,-84.7761,40.4113,207
1,-84.7761,40.4113,123
2,-84.7761,40.4113,17
3,-84.7761,40.4113,70
4,-84.7761,40.4113,375
5,-84.7761,40.4113,66
6,-84.7761,40.4113,14
7,-84.7761,40.4113,257
0,-81.0501,41.0245,394
1,-81.0501,41.0245,219
2,-81.0501,41.0245,165
3,-81.0501,41.0245,155
4,-81.0501,41.0245,165
5,-81.0501,41.0245,326
6,-81.0501,41.0245,591
7,-81.0501,41.0245,581
0,-82.8369,41.5853,25
1,-82.8369,41.5853,28
2,-82.8369,41.5853,42
3,-82.8369,41.5853,47
4,-82.8369,41.5853,54
5,-82.8369,41.5853,46
6,-82.8369,41.5853,96
7,-82.8369,41.5853,77
0,-84.7133,39.7917,59
1,-84.7133,39.7917,38
2,-84.7133,39.7917,44
3,-84.7133,39.7917,41
4,-84.7133,39.7917,38
5,-84.7133,39.7917,45
6,-84.7133,39.7917,60
7,-84.7133,39.7917,67
0,-83.4713,38.8559,622
1,-83.4713,38.8559,178
2,-83.4713,38.8559,113
3,-83.4713,38.8559,83
4,-83.4713,38.8559,70
5,-83.4713,38.8559,98
6,-83.4713,38.8559,231
7,-83.4713,38.8559,299
0,-82.9102,39.1517,171
1,-82.9102,39.1517,90
2,-82.9102,39.1517,33
3,-82.9102,39.1517,19
4,-82.9102,39.1517,28
5,-82.9102,39.1517,43
6,-82.9102,39.1517,82
7,-82.9102,39.1517,129
0,-84.6384,40.2802,30
1,-84.6384,40.2802,40
2,-84.6384,40.2802,38
3,-84.6384,40.2802,48
4,-84.6384,40.2802,83
5,-84.6384,40.2802,110
6,-84.6384,40.2802,67
7,-84.6384,40.2802,115
0,-82.7773,40.7392,193
1,-82.7773,40.7392,115
2,-82.7773,40.7392,82
3,-82.7773,40.7392,84
4,-82.7773,40.7392,94
5,-82.7773,40.7392,155
6,-82.7773,40.7392,284
7,-82.7773,40.7392,315
0,-81.0354,39.8489,22
1,-81.0354,39.8489,11
2,-81.0354,39.8489,12
3,-81.0354,39.8489,16
4,-81.0354,39.8489,35
5,-81.0354,39.8489,28
6,-81.0354,39.8489,47
7,-81.0354,39.8489,42
0,-83.3836,40.95,6
1,-83.3836,40.95,15
2,-83.3836,40.95,4
3,-83.3836,40.95,13
4,-83.3836,40.95,59
5,-83.3836,40.95,57
6,-83.3836,40.95,69
7,-83.3836,40.95,63
0,-80.652,40.3653,34
1,-80.652,40.3653,45
2,-80.652,40.3653,65
3,-80.652,40.3653,77
4,-80.652,40.3653,113
5,-80.652,40.3653,130
6,-80.652,40.3653,134
7,-80.652,40.3653,148
0,-83.08,40.1679,554
1,-83.08,40.1679,1212
2,-83.08,40.1679,720
3,-83.08,40.1679,103
4,-83.08,40.1679,80
5,-83.08,40.1679,200
6,-83.08,40.1679,556
7,-83.08,40.1679,170
0,-81.0591,41.3722,32
1,-81.0591,41.3722,23
2,-81.0591,41.3722,23
3,-81.0591,41.3722,34
4,-81.0591,41.3722,59
5,-81.0591,41.3722,98
6,-81.0591,41.3722,128
7,-81.0591,41.3722,117
0,-81.0031,40.5209,19
1,-81.0031,40.5209,26
2,-81.0031,40.5209,18
3,-81.0031,40.5209,18
4,-81.0031,40.5209,17
5,-81.0031,40.5209,16
6,-81.0031,40.5209,12
7,-81.0031,40.5209,17
0,-84.0243,39.8862,101
1,-84.0243,39.8862,48
2,-84.0243,39.8862,7
3,-84.0243,39.8862,10
4,-84.0243,39.8862,84
5,-84.0243,39.8862,148
6,-84.0243,39.8862,243
7,-84.0243,39.8862,336
0,-82.5243,39.1591,10
1,-82.5243,39.1591,49
2,-82.5243,39.1591,105
3,-82.5243,39.1591,15
4,-82.5243,39.1591,10
5,-82.5243,39.1591,31
6,-82.5243,39.1591,96
7,-82.5243,39.1591,50
0,-84.4084,39.9951,106
1,-84.4084,39.9951,120
2,-84.4084,39.9951,103
3,-84.4084,39.9951,131
4,-84.4084,39.9951,171
5,-84.4084,39.9951,191
6,-84.4084,39.9951,188
7,-84.4084,39.9951,258
0,-83.5114,40.8064,111
1,-83.5114,40.8064,113
2,-83.5114,40.8064,282
3,-83.5114,40.8064,288
4,-83.5114,40.8064,281
5,-83.5114,40.8064,148
6,-83.5114,40.8064,68
7,-83.5114,40.8064,64
0,-83.3871,39.0747,400
1,-83.3871,39.0747,221
2,-83.3871,39.0747,50
3,-83.3871,39.0747,50
4,-83.3871,39.0747,81
5,-83.3871,39.0747,126
6,-83.3871,39.0747,267
7,-83.3871,39.0747,285
0,-83.2077,40.5321,133
1,-83.2077,40.5321,89
2,-83.2077,40.5321,102
3,-83.2077,40.5321,137
4,-83.2077,40.5321,205
5,-83.2077,40.5321,307
6,-83.2077,40.5321,332
7,-83.2077,40.5321,318
0,-82.5993,39.4187,93
1,-82.5993,39.4187,52
2,-82.5993,39.4187,21
3,-82.5993,39.4187,17
4,-82.5993,39.4187,29
5,-82.5993,39.4187,27
6,-82.5993,39.4187,70
7,-82.5993,39.4187,145
0,-84.146,40.6513,65
1,-84.146,40.6513,60
2,-84.146,40.6513,58
3,-84.146,40.6513,56
4,-84.146,40.6513,59
5,-84.146,40.6513,69
6,-84.146,40.6513,72
7,-84.146,40.6513,68
0,-81.9154,39.7373,48
1,-81.9154,39.7373,48
2,-81.9154,39.7373,25
3,-81.9154,39.7373,9
4,-81.9154,39.7373,3
5,-81.9154,39.7373,3
6,-81.9154,39.7373,5
7,-81.9154,39.7373,7
0,-83.3185,38.2529,52
1,-83.3185,38.2529,245
2,-83.3185,38.2529,278
3,-83.3185,38.2529,40
4,-83.3185,38.2529,39
5,-83.3185,38.2529,281
6,-83.3185,38.2529,209
7,-83.3185,38.2529,41
0,-85.6333,38.2907,765
1,-85.6333,38.2907,1260
2,-85.6333,38.2907,1200
3,-85.6333,38.2907,1408
4,-85.6333,38.2907,1570
5,-85.6333,38.2907,1628
6,-85.6333,38.2907,2058
7,-85.6333,38.2907,2925
0,-83.2752,37.2245,86
1,-83.2752,37.2245,225
2,-83.2752,37.2245,698
3,-83.2752,37.2245,484
4,-83.2752,37.2245,107
5,-83.2752,37.2245,132
6,-83.2752,37.2245,138
7,-83.2752,37.2245,536
0,-86.6304,37.8312,8
1,-86.6304,37.8312,5
2,-86.6304,37.8312,11
3,-86.6304,37.8312,6
4,-86.6304,37.8312,10
5,-86.6304,37.8312,3
6,-86.6304,37.8312,11
7,-86.6304,37.8312,8
0,-88.4381,36.5892,8
1,-88.4381,36.5892,61
2,-88.4381,36.5892,4
3,-88.4381,36.5892,0
4,-88.4381,36.5892,4
5,-88.4381,36.5892,12
6,-88.4381,36.5892,49
7,-88.4381,36.5892,64
0,-86.7728,37.5589,30
1,-86.7728,37.5589,16
2,-86.7728,37.5589,36
3,-86.7728,37.5589,22
4,-86.7728,37.5589,26
5,-86.7728,37.5589,13
6,-86.7728,37.5589,36
7,-86.7728,37.5589,38
0,-82.7994,37.451,300
1,-82.7994,37.451,381
2,-82.7994,37.451,44
3,-82.7994,37.451,18
4,-82.7994,37.451,51
5,-82.7994,37.451,93
6,-82.7994,37.451,127
7,-82.7994,37.451,206
0,-83.6156,38.1193,14
1,-83.6156,38.1193,35
2,-83.6156,38.1193,127
3,-83.6156,38.1193,9
4,-83.6156,38.1193,8
5,-83.6156,38.1193,101
6,-83.6156,38.1193,77
7,-83.6156,38.1193,19
0,-85.4839,38.3355,115
1,-85.4839,38.3355,55
2,-85.4839,38.3355,31
3,-85.4839,38.3355,39
4,-85.4839,38.3355,26
5,-85.4839,38.3355,24
6,-85.4839,38.3355,23
7,-85.4839,38.3355,64
0,-87.8909,37.5584,13
1,-87.8909,37.5584,2
2,-87.8909,37.5584,1
3,-87.8909,37.5584,19
4,-87.8909,37.5584,3
5,-87.8909,37.5584,1
6,-87.8909,37.5584,13
7,-87.8909,37.5584,4
0,-84.4699,38.2204,154
1,-84.4699,38.2204,24
2,-84.4699,38.2204,91
3,-84.4699,38.2204,102
4,-84.4699,38.2204,60
5,-84.4699,38.2204,23
6,-84.4699,38.2204,181
7,-84.4699,38.2204,75
0,-84.1004,36.9321,321
1,-84.1004,36.9321,287
2,-84.1004,36.9321,93
3,-84.1004,36.9321,82
4,-84.1004,36.9321,163
5,-84.1004,36.9321,490
6,-84.1004,36.9321,100
7,-84.1004,36.9321,9
0,-87.6885,37.1737,180
1,-87.6885,37.1737,56
2,-87.6885,37.1737,27
3,-87.6885,37.1737,42
4,-87.6885,37.1737,28
5,-87.6885,37.1737,41
6,-87.6885,37.1737,92
7,-87.6885,37.1737,57
0,-84.5675,39.0338,1146
1,-84.5675,39.0338,294
2,-84.5675,39.0338,239
3,-84.5675,39.0338,267
4,-84.5675,39.0338,741
5,-84.5675,39.0338,1770
6,-84.5675,39.0338,1081
7,-84.5675,39.0338,699
0,-84.6329,37.1745,88
1,-84.6329,37.1745,80
2,-84.6329,37.1745,407
3,-84.6329,37.1745,57
4,-84.6329,37.1745,37
5,-84.6329,37.1745,134
6,-84.6329,37.1745,636
7,-84.6329,37.1745,279
0,-84.3311,38.6708,86
1,-84.3311,38.6708,56
2,-84.3311,38.6708,29
3,-84.3311,38.6708,35
4,-84.3311,38.6708,31
